ANO_ELEICAO,NOME_MUNICIPIO,NOME_CANDIDATO,SIGLA_PARTIDO,NUMERO_PARTIDO,COMPOSICAO_LEGENDA
2016,LOGRADOURO,CELIA MARIA DE QUEIROZ CARVALHO,PSB,40,PSB
2016,ARARA,JOSE AILTON PEREIRA DA SILVA,PSL,17,PRB / PT / PTB / PSL / PR / PHS / PSDB / PSD / PT do B
2016,SERTAOZINHO,JOSE DE SOUZA MACHADO,PSL,17,PSL / PSD / PSDB / DEM / PR
2016,ARARUNA,VITAL DA COSTA ARAUJO,PP,11,PP / PSB / PSL / PSD / PRP / PTB / PR / PRB / PT / PEN / DEM / PPS / PTC / PRTB / PROS / PV
2016,RIACHAO,FABIO MOURA DE MOURA,PTB,14,PTB / PSD / DEM / SD / PSL / PSDB
2016,AREIA,JOAO FRANCISCO BATISTA DE ALBUQUERQUE,PSDB,45,PSDB / PSD / PRB / PTB / PMDB / PSC / PTC / PHS / PPS / PMB
2016,SAO DOMINGOS DO CARIRI,INARA MARINHO FERREIRA DA SILVA,PSDB,45,PSDB / DEM / PSD / PTB
2016,AREIAL,ADELSON GONCALVES BENJAMIN,PSDB,45,PT / PSDB / PSD
2016,CARAUBAS,JOSE SILVANO FERNANDES DA SILVA,PSB,40,PSC / PSB
2016,AROEIRAS,MYLTON DOMINGUES DE AGUIAR MARQUES,PSDB,45,PTB / PSDB / PPS / PSD
2016,SANTO ANDRE,SILVANA FERNANDES MARINHO,PDT,12,PDT / PMDB / PSC / DEM / PHS / PSDB / SD
2016,DAMIAO,LUCILDO FERNANDES DE OLIVEIRA,PSB,40,PSB / PTB / PMDB / PROS / PSDB
2016,SOSSEGO,LUSINEIDE OLIVEIRA LIMA,PSB,40,PDT / PT / PSB / PSD / PSL
2016,BAIA DA TRAICAO,EUCLIDES SERGIO COSTA DE LIMA JUNIOR,PTB,14,PTB / PSDB / DEM / PMB
2016,BARAUNA,MANASSES GOMES DANTAS,PSB,40,PMDB / PP / PR / PSD / PSB
2016,BANANEIRAS,DOUGLAS LUCENA MOURA DE MEDEIROS,PSB,40,DEM / PV / PSD / PT / PPS / PDT / PRTB / PHS / SD / PSB
2016,ASSUNCAO,LUIZ WALDVOGEL DE OLIVEIRA SANTOS,PTB,14,PTB / PT / PSB / DEM / PPS
2016,BARRA DE SANTA ROSA,JOVINO PEREIRA NEPOMUCENO NETO,DEM,25,DEM / PSB / PHS / PDT / PP
2016,ZABELE,SEBASTIAO DALYSON DE LIMA NEVES,PSDB,45,PSDB / PRB / DEM / PSD
2016,BARRA DE SAO MIGUEL,JOAO BATISTA TRUTA,PSB,40,PSB / PMDB / PT / PTB / PT do B / PSD / PPS
2016,CACIMBAS,GERALDO TERTO DA SILVA,PSB,40,PSB / PDT / REDE / PROS / PRB / DEM
