"id","pessoajuridica","poder","tipojurisdicionado_fk","localidade_fk","nome","codigo_sagres","previdenciario","municipio_importacao","tramita_id","cancelled","esfera"
880,880,1,2,1413,"Superintendência de Transportes Públicos de Campina Grande","303050",FALSE,"Campina Grande",880,FALSE,1
15611,15611,1,6,1398,"Fundo Municipal de Saúde de Alagoinha","601005",FALSE,"Alagoinha",15611,FALSE,1
15513,15513,1,6,1399,"Fundo Municipal de Saúde de Araçagi","601011",FALSE,"Araçagi",15513,FALSE,1
56823,56823,1,2,1404,"CONSÓRCIO INTERMUNICIPAL DE RESÍDUOS SÓLIDOS - CONSIRES","0",FALSE,"Guarabira",56823,FALSE,NA
482,482,1,2,1256,"Instituto Cachoeirense de Previdência Municipal","301041",TRUE,"Cachoeira dos Índios",482,FALSE,1
697,697,1,9,1318,"Prefeitura Municipal de Manaira","201111",FALSE,"Manaíra",697,FALSE,1
495,495,1,2,1376,"Instituto de Prev. dos Serv. do Mun. de Remígio","301157",TRUE,"Remígio",495,FALSE,1
23855,23855,1,6,1338,"Fundo Municipal de Saúde de Tenório","601216",FALSE,"Tenório",23855,FALSE,1
480,480,1,2,1383,"Inst. Prev. Assistência Social de Riachão","301158",TRUE,"Riachão",480,FALSE,1
57268,57268,1,6,1455,"Fundo de Gestão, Desenvolvimento e Modernização da Procuradoria Geral do Município de Cabedelo- FUNDERC","602040",FALSE,"Cabedelo",57268,FALSE,1
23990,23990,1,6,1257,"Fundo Municipal de Assistência Social de Cajazeiras","602046",FALSE,"Cajazeiras",23990,FALSE,1
505,505,1,2,1281,"Instituto de Prev. dos Serv. Pub. do Mun. de São José da Lagoa Tapada","301185",TRUE,"São José da Lagoa Tapada",505,FALSE,1
497,497,1,2,1450,"Instituto de Prev. dos Serv. do Munic. de São José dos Ramos","301194",TRUE,"São José dos Ramos",497,FALSE,1
502,502,1,2,1389,"Instituto de Prev. dos Serv. Mun. de S. S. de Lagoa de Roça","301197",TRUE,"São Sebastião de Lagoa de Roça",502,FALSE,1
23639,23639,1,6,1348,"Fundo Municipal de Educação de Prata","602152",FALSE,"Prata",23639,FALSE,1
496,496,1,2,1352,"Instituto de Prev. dos Serv. do Mun. de Serra Branca","301201",TRUE,"Serra Branca",496,FALSE,1
514,514,1,2,1257,"Instituto de Prev. e Assistência do Município de Cajazeiras","302046",TRUE,"Cajazeiras",514,FALSE,1
492,492,1,2,1411,"Instituto de Prev. do Município de Sertãozinho","302206",TRUE,"Sertãozinho",492,FALSE,1
54148,54148,1,2,1456,"Autarquia Municipal de Apoio aos Pequenos Negócios","303061",FALSE,"Conde",54148,FALSE,1
24037,24037,1,6,1379,"Fundo Municipal de Saúde de Araruna","601013",FALSE,"Araruna",24037,FALSE,1
347,347,1,6,1452,"Fundo de Previdência de Sapé","602200",TRUE,"Sapé",347,FALSE,1
40361,40361,1,6,1457,"Fundo de Gestão, Desenvolvimento eModernização da procuradoria Geral do Município de João Pessoa-FUNDERM","611095",FALSE,"João Pessoa",40361,FALSE,1
23999,23999,1,6,1284,"Fundo Municipal de Saúde de Areia de Baraúnas","601015",FALSE,"Areia de Baraúnas",23999,FALSE,1
24036,24036,1,6,1254,"Fundo Municipal de Saúde de Bom Jesus","601031",FALSE,"Bom Jesus",24036,FALSE,1
40277,40277,1,6,1455,"Fundo Municipal de Saúde de Cabedelo","601040",FALSE,"Cabedelo",40277,FALSE,1
349,349,1,6,1387,"Fundo de Previdência Social dos Serv. do Mun. de Esperança","601078",TRUE,"Esperança",349,FALSE,1
515,515,1,2,1439,"Instituto de Prev. e Assistência do Município de Jacaraú","601093",TRUE,"Jacaraú",515,FALSE,1
63409,63409,1,6,1420,"Fundo Municipal de Saúde de Caldas Brandão","201048",FALSE,"Caldas Brandão",63409,FALSE,1
752,752,1,9,1432,"Prefeitura Municipal de Santa Cecília","201166",FALSE,"Santa Cecília",752,FALSE,1
12188,12188,1,2,1313,"Instituto de Previdência dos Servidores Municipais do Poder Executivo e Legislativo de Água Branca","301001",TRUE,"Água Branca",12188,FALSE,1
23853,23853,1,2,1390,"Superintendência Municipal de Trânsito de Alagoa Grande","301003",FALSE,"Alagoa Grande",23853,FALSE,1
489,489,1,2,1398,"Instituto de Prev. do Município de Alagoinha","301005",TRUE,"Alagoinha",489,FALSE,1
521,521,1,2,1454,"Instituto de Prev. e Assistência dos Serv. Pub. do Mun. de Bayeux","301025",TRUE,"Bayeux",521,FALSE,1
353,353,1,6,1412,"Fundo dos Servidores Municipais de Boa Vista","301030",TRUE,"Boa Vista",353,FALSE,1
79022,79022,1,2,1358,"CIGRESCOR - Consórcio Intermunicipal de Gestão de Resíduos Sólidos do Cariri Oriental e Região","705155",FALSE,"Queimadas",79022,FALSE,1
995,995,1,7,1413,"Secretaria de Administração de Campina Grande","0",FALSE,"Campina Grande",995,FALSE,NA
58141,58141,1,6,1457,"Fundo Municipal do Idoso - FMI-JP","612095",FALSE,"João Pessoa",58141,FALSE,1
8861,8861,1,2,1377,"Instituto de Previdência dos Servidores Municipais de Soledade","301209",TRUE,"Soledade",8861,FALSE,1
537,537,1,2,1353,"Instituto de Previdência e Assistência Social de Sumé","301212",TRUE,"Sumé",537,FALSE,1
14130,14130,1,2,1354,"Instituto de Previdência do Município de Taperoá","301213",TRUE,"Taperoá",14130,FALSE,1
47775,47775,1,2,1456,"Agência Municipal de Desenvolvimento de Conde - AD Conde","302061",FALSE,"Conde",47775,FALSE,1
516,516,1,2,1457,"Instituto de Previdência do Município de João Pessoa","302095",TRUE,"João Pessoa",516,FALSE,1
71539,71539,1,6,1392,"Fundo Municipal de Saúde de Areia","601014",FALSE,"Areia",71539,FALSE,1
533,533,1,2,1371,"Instituto de Previdência dos Servidores de Cuité","601067",TRUE,"Cuité",533,FALSE,1
528,528,1,2,1275,"Instituto de Previdência de Paulista","601136",TRUE,"Paulista",528,FALSE,1
534,534,1,2,1277,"Instituto de Previdência dos Servidores de Santa Cruz","601167",TRUE,"Santa Cruz",534,FALSE,1
511,511,1,2,1262,"Instituto de Prev. e Assist. Municipal Santa Helena","601168",TRUE,"Santa Helena",511,FALSE,1
554,554,1,2,1250,"Instituto Municipal de Previdência de São Bento","601178",TRUE,"São Bento",554,FALSE,1
37767,37767,1,6,1327,"Fundo Municipal de Assistência Social de São José do Sabugi","602192",FALSE,"São José do Sabugi",37767,FALSE,1
81,81,2,3,1342,"Câmara Municipal de Congo","101062",FALSE,"Congo",81,FALSE,1
635,635,1,9,1413,"Prefeitura Municipal de Campina Grande","201050",FALSE,"Campina Grande",635,FALSE,1
826,826,1,7,1457,"Secretaria da Infra-Estrutura do Município de João Pessoa","201095",FALSE,"João Pessoa",826,FALSE,1
681,681,1,9,1457,"Prefeitura Municipal de João Pessoa","201095",FALSE,"João Pessoa",681,FALSE,1
3816,3816,1,7,1457,"Secretaria de Planejamento, Desenv. Urbano e Meio Ambiente do Mun de João Pessoa","201095",FALSE,"João Pessoa",3816,FALSE,1
813,813,1,7,1457,"Procuradoria Geral do Município de João Pessoa","201095",FALSE,"João Pessoa",813,FALSE,1
868,868,1,7,1457,"Secretaria Municipal de Planejamento de João Pessoa","201095",FALSE,"João Pessoa",868,FALSE,1
526,526,1,2,1391,"Instituto de Previdência de Alagoa Nova","301004",TRUE,"Alagoa Nova",526,FALSE,1
547,547,1,2,1460,"Instituto de Seguridade Social do Municipio de Alhandra","301008",TRUE,"Alhandra",547,FALSE,1
553,553,1,2,1369,"Instituto Municipal de Previdência de Arara","301012",TRUE,"Arara",553,FALSE,1
1013,1013,1,2,1393,"Instituto Bananeirense de Previdência Municipal IBPEM","301020",TRUE,"Bananeiras",1013,FALSE,1
535,535,1,2,1400,"Instituto de Previdência dos Servidores Municipais de Belém","301026",TRUE,"Belém",535,FALSE,1
488,488,1,2,1241,"Instituto de Prev. do Mun. de Belém do Brejo do Cruz","301027",TRUE,"Belém do Brejo do Cruz",488,FALSE,1
530,530,1,2,1243,"Instituto de Previdência do Municipio de Brejo do Cruz","301036",TRUE,"Brejo do Cruz",530,FALSE,1
538,538,1,2,1305,"Instituto de Previdência Municipal de Diamante","301074",TRUE,"Diamante",538,FALSE,1
531,531,1,2,1382,"Instituto de Previdência dos Serv. Púb. de Dona Inês","301075",TRUE,"Dona Inês",531,FALSE,1
536,536,1,2,1317,"Instituto de Previdencia dos Servidores Municipais de Juru","301100",TRUE,"Juru",536,FALSE,1
501,501,1,2,1274,"Instituto de Prev. dos Serv. Mun. de Nazarezinho","301126",TRUE,"Nazarezinho",501,FALSE,1
20,20,2,3,1313,"Câmara Municipal de Água Branca","101001",FALSE,"Água Branca",20,FALSE,1
61639,61639,1,7,1457,"Secretaria Municipal de Proteção e Defesa do Consumidor","201095",FALSE,"João Pessoa",61639,FALSE,1
72262,72262,1,7,1457,"Secretaria de Turismo de João Pessoa","201095",FALSE,"João Pessoa",72262,FALSE,1
757,757,1,9,1459,"Prefeitura Municipal de Santa Rita","201171",FALSE,"Santa Rita",757,FALSE,1
778,778,1,9,1327,"Prefeitura Municipal de São José do Sabugi","201192",FALSE,"São José do Sabugi",778,FALSE,1
785,785,1,9,1337,"Prefeitura Municipal de São Vicente do Seridó","201199",FALSE,"São Vicente do Seridó",785,FALSE,1
789,789,1,9,1312,"Prefeitura Municipal de Serra Grande","201203",FALSE,"Serra Grande",789,FALSE,1
77917,77917,1,8,1354,"Consórcio de Desenvolvimento Sustentável São Saruê CDS","701213",FALSE,"Taperoá",77917,FALSE,1
83,83,2,3,1343,"Câmara Municipal de Coxixola","101064",FALSE,"Coxixola",83,FALSE,1
122,122,2,3,1405,"Câmara Municipal de Lagoa de Dentro","101102",FALSE,"Lagoa de Dentro",122,FALSE,1
123,123,2,3,1415,"Câmara Municipal de Lagoa Seca","101103",FALSE,"Lagoa Seca",123,FALSE,1
124,124,2,3,1271,"Câmara Municipal de Lastro","101104",FALSE,"Lastro",124,FALSE,1
125,125,2,3,1344,"Câmara Municipal de Livramento","101105",FALSE,"Livramento",125,FALSE,1
126,126,2,3,1406,"Câmara Municipal de Logradouro","101106",FALSE,"Logradouro",126,FALSE,1
127,127,2,3,1458,"Câmara Municipal de Lucena","101107",FALSE,"Lucena",127,FALSE,1
128,128,2,3,1286,"Câmara Municipal de Mãe d´ Água","101108",FALSE,"Mãe d'Água",128,FALSE,1
129,129,2,3,1272,"Câmara Municipal de Malta","101109",FALSE,"Malta",129,FALSE,1
130,130,2,3,1440,"Câmara Municipal de Mamanguape","101110",FALSE,"Mamanguape",130,FALSE,1
131,131,2,3,1318,"Câmara Municipal de Manaira","101111",FALSE,"Manaíra",131,FALSE,1
132,132,2,3,1441,"Câmara Municipal de Marcação","101112",FALSE,"Marcação",132,FALSE,1
133,133,2,3,1447,"Câmara Municipal de Mari","101113",FALSE,"Mari",133,FALSE,1
135,135,2,3,1416,"Câmara Municipal de Massaranduba","101115",FALSE,"Massaranduba",135,FALSE,1
136,136,2,3,1442,"Câmara Municipal de Mataraca","101116",FALSE,"Mataraca",136,FALSE,1
139,139,2,3,1319,"Câmara Municipal de Maturéia","101119",FALSE,"Maturéia",139,FALSE,1
140,140,2,3,1426,"Câmara Municipal de Mogeiro","101120",FALSE,"Mogeiro",140,FALSE,1
142,142,2,3,1259,"Câmara Municipal de Monte Horebe","101122",FALSE,"Monte Horebe",142,FALSE,1
143,143,2,3,1345,"Câmara Municipal de Monteiro","101123",FALSE,"Monteiro",143,FALSE,1
144,144,2,3,1407,"Câmara Municipal de Mulungú","101124",FALSE,"Mulungu",144,FALSE,1
146,146,2,3,1274,"Câmara Municipal de Nazarezinho","101126",FALSE,"Nazarezinho",146,FALSE,1
147,147,2,3,1373,"Câmara Municipal de Nova Floresta","101127",FALSE,"Nova Floresta",147,FALSE,1
148,148,2,3,1298,"Câmara Municipal de Nova Olinda","101128",FALSE,"Nova Olinda",148,FALSE,1
149,149,2,3,1334,"Câmara Municipal de Nova Palmeira","101129",FALSE,"Nova Palmeira",149,FALSE,1
150,150,2,3,1299,"Câmara Municipal de Olho d´ Água","101130",FALSE,"Olho d'Água",150,FALSE,1
151,151,2,3,1374,"Câmara Municipal de Olivêdos","101131",FALSE,"Olivedos",151,FALSE,1
221,221,2,3,1352,"Câmara Municipal de Serra Branca","101201",FALSE,"Serra Branca",221,FALSE,1
222,222,2,3,1410,"Câmara Municipal de Serra da Raiz","101202",FALSE,"Serra da Raiz",222,FALSE,1
223,223,2,3,1312,"Câmara Municipal de Serra Grande","101203",FALSE,"Serra Grande",223,FALSE,1
224,224,2,3,1419,"Câmara Municipal de Serra Redonda","101204",FALSE,"Serra Redonda",224,FALSE,1
70,70,2,3,NA,"Câmara Municipal de Campo de Santana","0",FALSE,"Campo de Santana",70,FALSE,1
195,195,2,3,163,"Câmara Municipal de Santarém","0",FALSE,"Santarém",195,FALSE,1
15327,15327,1,6,1289,"Fundo Municipal de Saúde de Quixaba","601156",FALSE,"Quixaba",15327,FALSE,1
253,253,1,10,1413,"Companhia de Habitação Popular da Borborema - C.Grande","0",FALSE,"Campina Grande",253,FALSE,NA
259,259,1,10,1459,"Companhia Municipal de Habitação de Santa Rita","0",FALSE,"Santa Rita",259,FALSE,NA
659,659,1,9,NA,"Prefeitura Municipal de Desterro de Malta","0",FALSE,"Desterro de Malta",659,FALSE,NA
636,636,1,9,NA,"Prefeitura Municipal de Campo de Santana","0",FALSE,"Campo de Santana",636,FALSE,NA
666,666,1,9,1332,"Prefeitura Municipal de Frei Martinho","201080",FALSE,"Frei Martinho",666,FALSE,1
400,400,1,6,1457,"Fundo Municipal de Defesa dos Direitos Difusos","602095",FALSE,"João Pessoa",400,FALSE,1
16857,16857,2,3,1385,"Câmara Municipal de Tacima","101051",FALSE,"Tacima",16857,FALSE,1
16859,16859,2,3,1263,"Câmara Municipal de Joca Claudino","101175",FALSE,"Joca Claudino",16859,FALSE,1
225,225,2,3,1397,"Câmara Municipal de Serraria","101205",FALSE,"Serraria",225,FALSE,1
226,226,2,3,1411,"Câmara Municipal de Sertãozinho","101206",FALSE,"Sertãozinho",226,FALSE,1
227,227,2,3,1453,"Câmara Municipal de Sobrado","101207",FALSE,"Sobrado",227,FALSE,1
228,228,2,3,1384,"Câmara Municipal de Solânea","101208",FALSE,"Solânea",228,FALSE,1
229,229,2,3,1377,"Câmara Municipal de Soledade","101209",FALSE,"Soledade",229,FALSE,1
230,230,2,3,1378,"Câmara Municipal de Sossêgo","101210",FALSE,"Sossêgo",230,FALSE,1
231,231,2,3,1282,"Câmara Municipal de Sousa","101211",FALSE,"Sousa",231,FALSE,1
684,684,1,9,1324,"Prefeitura Municipal de Junco do Seridó","201098",FALSE,"Junco do Seridó",684,FALSE,1
694,694,1,9,1286,"Prefeitura Municipal de Mãe d´ Água","201108",FALSE,"Mãe d'Água",694,FALSE,1
698,698,1,9,1441,"Prefeitura Municipal de Marcação","201112",FALSE,"Marcação",698,FALSE,1
702,702,1,9,1442,"Prefeitura Municipal de Mataraca","201116",FALSE,"Mataraca",702,FALSE,1
715,715,1,9,1334,"Prefeitura Municipal de Nova Palmeira","201129",FALSE,"Nova Palmeira",715,FALSE,1
720,720,1,9,1287,"Prefeitura Municipal de Passagem","201134",FALSE,"Passagem",720,FALSE,1
726,726,1,9,1443,"Prefeitura Municipal de Pedro Régis","201140",FALSE,"Pedro Régis",726,FALSE,1
733,733,1,9,1463,"Prefeitura Municipal de Pitimbu","201147",FALSE,"Pitimbu",733,FALSE,1
750,750,1,9,1325,"Prefeitura Municipal de Salgadinho","201164",FALSE,"Salgadinho",750,FALSE,1
773,773,1,9,1311,"Prefeitura Municipal de São José de Caiana","201186",FALSE,"São José de Caiana",773,FALSE,1
869,869,1,2,1434,"Serviço Autônomo de Água e Esgoto da Baia da Traição","301019",FALSE,"Baía da Traição",869,FALSE,1
13,13,1,2,1457,"Autarquia Especial Municipal de Limpeza Urbana - EMLUR","304095",FALSE,"João Pessoa",13,FALSE,1
336,336,1,6,1370,"Fundo de Aposentadoria e Pensão de Barra de Santa Rosa","601022",TRUE,"Barra de Santa Rosa",336,FALSE,1
414,414,1,6,1295,"Fundo Municipal de Saúde de Catingueira","601056",FALSE,"Catingueira",414,FALSE,1
3269,3269,1,6,1457,"Fundo Municipal de Urbanização","606095",FALSE,"João Pessoa",3269,FALSE,1
582,582,1,2,NA,"Plano Munic. de Segurid. Social de Campo de Santana","0",FALSE,"Campo de Santana",582,FALSE,NA
11,11,1,8,1329,"Associação  de Prot. a Mat. e  Assist. a Infância de Várzea","0",FALSE,"Várzea",11,FALSE,NA
17,17,1,2,1418,"Caixa de Aposentadoria e Pensões do Município de Queimadas","0",FALSE,"Queimadas",17,FALSE,NA
18,18,1,2,1393,"Caixa de Aposentadoria e Pensões do Munic. de Bananeiras","0",FALSE,"Bananeiras",18,FALSE,NA
313,313,1,5,1413,"Fundação de Cultura e Esportes de Campina Grande","0",FALSE,"Campina Grande",313,FALSE,NA
323,323,1,5,1335,"Fundação Médico Hospitalar de Pedra Lavrada","0",FALSE,"Pedra Lavrada",323,FALSE,NA
324,324,1,5,1342,"Fundação Médico Hospitalar do Congo","0",FALSE,"Congo",324,FALSE,NA
325,325,1,5,1324,"Fundação Médico-Hospitalar de Junco Seridó","0",FALSE,"Junco do Seridó",325,FALSE,NA
307,307,1,5,1457,"Fundação Cultural de João Pessoa","603095",FALSE,"João Pessoa",307,FALSE,1
458,458,1,6,1413,"Fundo Municipal do Meio Ambiente de Campina Grande","605050",FALSE,"Campina Grande",458,FALSE,1
399,399,1,6,1457,"Fundo Municipal de Cultura","607095",FALSE,"João Pessoa",399,FALSE,1
421,421,1,6,1457,"Fundo Municipal de Saúde de João Pessoa","610095",FALSE,"João Pessoa",421,FALSE,1
383,383,1,6,1457,"Fundo Municipal de Assistência Social de João Pessoa","0",FALSE,"João Pessoa",383,TRUE,NA
460,460,1,6,1413,"Fundo Municipal do Meio-Ambiente da Prefeitura Municipal de Campina Gran","0",FALSE,"Campina Grande",460,TRUE,NA
461,461,1,6,1413,"Fundo Municipal dos Dir. da Criança e do Adolescente de Campina Grande","0",FALSE,"Campina Grande",461,TRUE,NA
339,339,1,6,1387,"Fundo de Aposentaria e Prev dos Serv. Mun. de Esperança","0",FALSE,"Esperança",339,TRUE,NA
338,338,1,6,1410,"Fundo de Aposentadoria e Pensões de Serra da Raiz","0",FALSE,"Serra da Raiz",338,TRUE,NA
348,348,1,6,1457,"Fundo de Previdência do Municipio de João Pessoa","0",FALSE,"João Pessoa",348,TRUE,NA
376,376,1,6,1457,"Fundo Municipal de Assistência e Previdência de João Pessoa","0",FALSE,"João Pessoa",376,TRUE,NA
402,402,1,6,1412,"Fundo Municipal de Prev. e Assist. dos Serv. Pub. de Boa Vista","0",FALSE,"Boa Vista",402,TRUE,NA
404,404,1,6,1429,"Fundo Municipal de Saúde de Aroeiras","0",FALSE,"Aroeiras",404,TRUE,NA
405,405,1,6,1393,"Fundo Municipal de Saúde de Bananeiras","0",FALSE,"Bananeiras",405,TRUE,NA
407,407,1,6,1461,"Fundo Municipal de Saúde de Caaporã","0",FALSE,"Caaporã",407,TRUE,NA
408,408,1,6,1455,"Fundo Municipal de Saúde de Cabedelo","0",FALSE,"Cabedelo",408,TRUE,NA
409,409,1,6,1285,"Fundo Municipal de Saúde de Cacimba de Areia","0",FALSE,"Cacimba de Areia",409,TRUE,NA
411,411,1,6,1268,"Fundo Municipal de Saúde de Cajazeirinhas","0",FALSE,"Cajazeirinhas",411,TRUE,NA
415,415,1,6,1269,"Fundo Municipal de Saúde de Condado","0",FALSE,"Condado",415,TRUE,NA
417,417,1,6,1371,"Fundo Municipal de Saúde de Cuité","0",FALSE,"Cuité",417,TRUE,NA
422,422,1,6,1425,"Fundo Municipal de Saúde de Juarez Távora","0",FALSE,"Juarez Távora",422,TRUE,NA
423,423,1,6,1458,"Fundo Municipal de Saúde de Lucena","0",FALSE,"Lucena",423,TRUE,NA
424,424,1,6,1286,"Fundo Municipal de Saúde de Mãe d´ Água","0",FALSE,"Mãe d'Água",424,TRUE,NA
426,426,1,6,1447,"Fundo Municipal de Saúde de Mari","0",FALSE,"Mari",426,TRUE,NA
419,419,1,6,1422,"Fundo Municipal de Saúde de Ingá","0",FALSE,"Ingá",419,TRUE,NA
457,457,1,6,1461,"Fundo Municipal de Trabalho e Ação Social de Caaporã","0",FALSE,"Caaporã",457,TRUE,NA
581,581,1,2,1459,"Plano de Previdência Social de Santa Rita","0",FALSE,"Santa Rita",581,TRUE,NA
372,372,1,6,1313,"Fundo Municipal de Água Branca","0",FALSE,"Água Branca",372,TRUE,NA
337,337,1,6,1241,"Fundo de Aposentadoria e Pensão de Belém do Brejo do Cruz","0",FALSE,"Belém do Brejo do Cruz",337,TRUE,NA
370,370,1,6,1322,"Fundo Municipal da Criança e do Adolescente de Tavares","0",FALSE,"Tavares",370,TRUE,NA
343,343,1,6,1345,"Fundo de Desenvolvimento do Ensino Fundamental de Monteiro","0",FALSE,"Monteiro",343,TRUE,NA
315,315,1,6,1457,"Fundo Municipal de Saúde de João Pessoa","0",FALSE,"João Pessoa",315,TRUE,NA
327,327,1,6,1413,"Fundo Municipal de Saúde de Campina Grande","0",FALSE,"Campina Grande",327,TRUE,NA
418,418,1,6,1421,"Fundo Municipal de Saúde de Gurinhém","0",FALSE,"Gurinhém",418,TRUE,NA
248,248,1,2,1345,"Centro Integrado de Desenvolvimento da Ovinocaprinocultura de Monteiro","301123",FALSE,"Monteiro",248,FALSE,1
872,872,1,2,1463,"Serviço Autonômo de Água e Esgoto de Pitimbú","301147",FALSE,"Pitimbu",872,FALSE,1
871,871,1,2,1461,"Serviço Autonômo de Água e Esgoto de Cupissura - Caaporã","302038",FALSE,"Caaporã",871,FALSE,1
483,483,1,2,1457,"Instituto Cândida Vargas","303095",FALSE,"João Pessoa",483,FALSE,1
901,901,1,2,711,"Universidade Federal da Paraíba","0",FALSE,"União",901,FALSE,3
873,873,1,2,1324,"Serviço Autônomo de Água e Esgotos de Junco do Seridó","0",FALSE,"Junco do Seridó",873,FALSE,NA
449,449,1,6,1452,"Fundo Municipal de Saúde de Sapé","601200",FALSE,"Sapé",449,FALSE,1
450,450,1,6,1377,"Fundo Municipal de Saúde de Soledade","601209",FALSE,"Soledade",450,TRUE,1
394,394,1,6,1378,"Fundo Municipal de Assistência Social de Sossêgo","601210",FALSE,"Sossêgo",394,TRUE,1
999,999,1,6,1345,"Fundo Municipal de Assistencia Social de Monteiro","0",FALSE,"Monteiro",999,TRUE,NA
374,374,1,6,1427,"Fundo Municipal de Assist. Social de Riachão do Bacamarte","0",FALSE,"Riachão do Bacamarte",374,TRUE,NA
377,377,1,6,1455,"Fundo Municipal de Assistência Social Cabedelo","0",FALSE,"Cabedelo",377,TRUE,NA
380,380,1,6,1295,"Fundo Municipal de Assistência Social de Catingueira","0",FALSE,"Catingueira",380,TRUE,NA
381,381,1,6,1269,"Fundo Municipal de Assistência Social de Condado","0",FALSE,"Condado",381,TRUE,NA
382,382,1,6,1404,"Fundo Municipal de Assistência Social de Guarabira","0",FALSE,"Guarabira",382,TRUE,NA
384,384,1,6,1425,"Fundo Municipal de Assistência Social de Juarez Távora","0",FALSE,"Juarez Távora",384,TRUE,NA
385,385,1,6,1458,"Fundo Municipal de Assistência Social de Lucena","0",FALSE,"Lucena",385,TRUE,NA
386,386,1,6,1286,"Fundo Municipal de Assistência Social de Mãe D´Água","0",FALSE,"Mãe d'Água",386,TRUE,NA
387,387,1,6,1319,"Fundo Municipal de Assistência Social de Maturéia","0",FALSE,"Maturéia",387,TRUE,NA
388,388,1,6,1426,"Fundo Municipal de Assistência Social de Mogeiro","0",FALSE,"Mogeiro",388,TRUE,NA
389,389,1,6,1462,"Fundo Municipal de Assistência Social de Pedras de Fogo","0",FALSE,"Pedras de Fogo",389,TRUE,NA
390,390,1,6,1448,"Fundo Municipal de Assistência Social de Pilar","0",FALSE,"Pilar",390,TRUE,NA
391,391,1,6,1326,"Fundo Municipal de Assistência Social de Santa Luzia","0",FALSE,"Santa Luzia",391,TRUE,NA
393,393,1,6,1328,"Fundo Municipal de Assistência Social de São Mamede","0",FALSE,"São Mamede",393,TRUE,NA
395,395,1,6,1322,"Fundo Municipal de Assistência Social de Tavares","0",FALSE,"Tavares",395,TRUE,NA
396,396,1,6,1323,"Fundo Municipal de Assistência Social de Teixeira","0",FALSE,"Teixeira",396,TRUE,NA
427,427,1,6,1319,"Fundo Municipal de Saúde de Maturéia","0",FALSE,"Maturéia",427,TRUE,NA
428,428,1,6,1426,"Fundo Municipal de Saúde de Mogeiro","0",FALSE,"Mogeiro",428,TRUE,NA
430,430,1,6,1299,"Fundo Municipal de Saúde de Olho d´ Água","0",FALSE,"Olho d'Água",430,TRUE,NA
431,431,1,6,1335,"Fundo Municipal de Saúde de Pedra Lavrada","0",FALSE,"Pedra Lavrada",431,TRUE,NA
433,433,1,6,1300,"Fundo Municipal de Saúde de Piancó","0",FALSE,"Piancó",433,TRUE,NA
434,434,1,6,1336,"Fundo Municipal de Saúde de Picuí","0",FALSE,"Picuí",434,TRUE,NA
435,435,1,6,1448,"Fundo Municipal de Saúde de Pilar","0",FALSE,"Pilar",435,TRUE,NA
437,437,1,6,1320,"Fundo Municipal de Saúde de Princesa Isabel","0",FALSE,"Princesa Isabel",437,TRUE,NA
438,438,1,6,1427,"Fundo Municipal de Saúde de Riachão do Bacamarte","0",FALSE,"Riachão do Bacamarte",438,TRUE,NA
441,441,1,6,1326,"Fundo Municipal de Saúde de Santa Luzia","0",FALSE,"Santa Luzia",441,TRUE,NA
443,443,1,6,1290,"Fundo Municipal de Saúde de Santa Terezinha","0",FALSE,"Santa Terezinha",443,TRUE,NA
444,444,1,6,1311,"Fundo Municipal de Saúde de São José de Caiana","0",FALSE,"São José de Caiana",444,TRUE,NA
445,445,1,6,1291,"Fundo Municipal de Saúde de São José de Espinharas","0",FALSE,"São José de Espinharas",445,TRUE,NA
446,446,1,6,1321,"Fundo Municipal de Saúde de São José de Princesa","0",FALSE,"São José de Princesa",446,TRUE,NA
447,447,1,6,1328,"Fundo Municipal de Saúde de São Mamede","0",FALSE,"São Mamede",447,TRUE,NA
448,448,1,6,1451,"Fundo Municipal de Saúde de São Miguel de Taipú","0",FALSE,"São Miguel de Taipu",448,TRUE,NA
452,452,1,6,1323,"Fundo Municipal de Saúde de Teixeira","0",FALSE,"Teixeira",452,TRUE,NA
454,454,1,6,1329,"Fundo Municipal de Saúde de Várzea","0",FALSE,"Várzea",454,TRUE,NA
455,455,1,6,1456,"Fundo Municipal de Saúde do Conde","0",FALSE,"Conde",455,TRUE,NA
456,456,1,6,1261,"Fundo Municipal de Saúde Poço de José de Moura","0",FALSE,"Poço de José de Moura",456,TRUE,NA
491,491,1,2,1410,"Instituto de Prev. do Município de Serra da Raiz","0",FALSE,"Serra da Raiz",491,TRUE,NA
373,373,1,6,1285,"Fundo Municipal de Assist. Social de Cacimba de Areia","0",FALSE,"Cacimba de Areia",373,TRUE,NA
429,429,1,6,1345,"Fundo Municipal de Saúde de Monteiro","0",FALSE,"Monteiro",429,TRUE,NA
451,451,1,6,1322,"Fundo Municipal de Saúde de Tavares","0",FALSE,"Tavares",451,TRUE,NA
463,463,1,6,1306,"Fundo Municipal de Saúde de Ibiara","601085",FALSE,"Ibiara",463,FALSE,1
563,563,3,7,711,"Justiça Federal","0",FALSE,"União",563,FALSE,3
883,883,1,11,1413,"Superitendência de Comunicação de Campina Grande","0",FALSE,"Campina Grande",883,FALSE,NA
885,885,1,11,1457,"Telecomunicações da Paraíba S.A","0",FALSE,"João Pessoa",885,FALSE,NA
11327,11327,1,6,1311,"Fundo Municipal de Saúde de São José de Caiana","601186",FALSE,"São José de Caiana",11327,FALSE,1
